adj,freq,sem_class,mean dis,subjectivity,age,p/d
alright,4,value,0.75,0.623571428571429,4,child-directed
fresh,7,age,0.14285714285714285,0.448181818181818,4,child-directed
cute,5,value,0.20000000000000001,0.787272727272727,4,child-produced
small,1,dimension,1.0,0.513,4,child-produced
naughty,2,human,0.0,0.723,4,child-produced
old,29,age,0.27586206896551724,0.646666666666667,4,child-produced
just,3,value,1.0,0.60125,4,child-produced
brown,4,color,0.5,0.29875,4,child-produced
sweet,5,physical,0.0,0.724666666666667,4,child-produced
back,3,location,0.0,0.297142857142857,4,child-produced
yellow,3,color,0.33333333333333331,0.343333333333333,4,child-produced
bright,2,color,0.0,0.464,4,child-produced
long,8,dimension,0.0,0.556428571428571,4,child-produced
mean,1,human,1.0,0.712727272727273,4,child-produced
dear,1,value,1.0,0.61,4,child-produced
sharp,1,physical,0.0,0.417272727272727,4,child-produced
cold,2,physical,0.0,0.69,4,child-produced
next,2,temporal,0.0,0.281,4,child-produced
open,1,dimension,0.0,0.422857142857143,4,child-produced
tan,1,color,0.0,0.566,4,child-produced
special,2,value,1.0,0.68,4,child-produced
blue,9,color,0.33333333333333331,0.346666666666667,4,child-produced
late,1,temporal,1.0,0.422307692307692,4,child-produced
little,77,dimension,0.7142857142857143,0.413571428571429,4,child-produced
eensie,4,dimension,0.0,0.7175,4,child-produced
silly,1,human,1.0,0.655,4,child-produced
itsy,1,dimension,1.0,0.656666666666667,4,child-produced
purple,2,color,1.0,0.2405,4,child-produced
live,1,human,1.0,0.174615384615385,4,child-produced
royal,2,human,0.5,0.4925,4,child-produced
slick,1,physical,1.0,0.629090909090909,4,child-produced
tiny,18,dimension,0.16666666666666666,0.414444444444444,4,child-produced
jolly,2,color,1.0,0.675714285714286,4,child-produced
teeny,5,dimension,0.40000000000000002,0.531818181818182,4,child-produced
wicked,2,human,1.0,0.674444444444444,4,child-produced
hot,2,physical,0.0,0.403,4,child-produced
strange,1,value,1.0,0.757777777777778,4,child-produced
black,4,color,0.0,0.269,4,child-produced
pretty,4,value,1.0,0.863333333333333,4,child-produced
orange,3,color,0.33333333333333331,0.301538461538462,4,child-produced
new,3,age,0.66666666666666663,0.265,4,child-produced
white,5,color,0.0,0.281428571428571,4,child-produced
east,1,location,0.0,0.202222222222222,4,child-produced
red,17,color,0.17647058823529413,0.174166666666667,4,child-produced
nice,12,value,0.91666666666666663,0.725833333333333,4,child-produced
poor,3,value,1.0,0.53,4,child-produced
pink,4,color,0.5,0.1075,4,child-produced
good,8,value,0.5,0.78125,4,child-produced
huge,1,dimension,0.0,0.624285714285714,4,child-produced
big,81,dimension,0.80246913580246915,0.691666666666667,4,child-produced
giant,2,dimension,0.5,0.622222222222222,4,child-produced
fat,7,dimension,0.0,0.619375,4,child-produced
quick,1,speed,0.0,0.561111111111111,4,child-produced
bitsy,1,dimension,0.0,0.66,4,child-produced
mad,2,human,1.0,0.554285714285714,4,child-produced
wide,1,dimension,1.0,0.443,4,child-produced
awful,1,value,1.0,0.641666666666667,4,child-produced
crisp,1,physical,0.0,0.614285714285714,4,child-produced
strong,15,physical,0.0,0.64375,4,child-produced
super,1,value,0.0,0.770833333333333,4,child-produced
sorry,1,human,1.0,0.68,4,child-produced
dead,1,human,0.0,0.14,4,child-produced
cool,1,physical,1.0,0.678125,4,child-produced
scary,1,value,0.0,0.723333333333333,4,child-produced
great,10,value,1.0,0.838,4,child-produced
short,1,dimension,0.0,0.54,4,child-produced
last,1,value,0.0,0.39,4,child-produced
wooden,1,material,0.0,0.255454545454545,4,child-produced
light,8,physical,0.5,0.562,4,child-produced
grey,9,color,0.0,0.2810714285714285,4,child-produced
french,1,nationality,0.0,0.278888888888889,4,child-produced
ugly,2,value,0.0,0.729166666666667,4,child-produced
bad,16,value,0.4375,0.71625,4,child-produced
stupid,2,human,1.0,0.6575,4,child-produced
green,12,color,0.41666666666666669,0.208461538461538,4,child-produced
dirty,7,physical,0.5714285714285714,0.504,4,child-produced
plain,2,value,0.5,0.571428571428571,4,child-produced
fun,2,value,0.0,0.872857142857143,4,child-produced
tall,2,dimension,0.0,0.675882352941176,4,child-produced
happy,3,human,0.33333333333333331,0.43,4,child-produced
soft,1,physical,1.0,0.572222222222222,4,child-produced
round,1,shape,0.0,0.23875,4,child-produced
first,2,human,1.0,0.141818181818182,4,child-produced
