adj,freq,sem_class,mean dis,subjectivity,age,p/d
weeny,1,dimension,0.0,0.77,4,child-directed
heavy,1,physical,0.0,0.5725,4,child-produced
cute,3,value,1.0,0.787272727272727,4,child-produced
naughty,4,human,1.0,0.723,4,child-produced
old,15,age,0.13333333333333333,0.646666666666667,4,child-produced
just,2,value,1.0,0.60125,4,child-produced
precious,1,value,1.0,0.755,4,child-produced
weensie,15,dimension,0.0,0.763125,4,child-produced
fluffy,3,physical,0.0,0.573333333333333,4,child-produced
hard,2,physical,0.0,0.428181818181818,4,child-produced
back,1,location,0.0,0.297142857142857,4,child-produced
yellow,9,color,0.33333333333333331,0.343333333333333,4,child-produced
sad,2,human,0.0,0.567777777777778,4,child-produced
high,2,location,0.0,0.428181818181818,4,child-produced
pink,6,color,0.83333333333333337,0.1075,4,child-produced
long,9,dimension,0.22222222222222221,0.556428571428571,4,child-produced
close,1,location,0.0,0.629230769230769,4,child-produced
dear,21,value,1.0,0.61,4,child-produced
sharp,3,physical,1.0,0.417272727272727,4,child-produced
next,2,temporal,0.0,0.281,4,child-produced
open,3,dimension,0.66666666666666663,0.422857142857143,4,child-produced
jolly,1,location,1.0,0.675714285714286,4,child-produced
blue,24,color,0.20833333333333334,0.346666666666667,4,child-produced
huge,14,dimension,0.0,0.624285714285714,4,child-produced
little,107,dimension,0.48598130841121495,0.413571428571429,4,child-produced
eensie,15,dimension,1.0,0.7175,4,child-produced
fair,2,human,1.0,0.634166666666667,4,child-produced
wee,7,dimension,1.0,0.762857142857143,4,child-produced
itsy,4,dimension,1.0,0.656666666666667,4,child-produced
purple,1,color,1.0,0.2405,4,child-produced
haired,1,material,0.0,0.324615384615385,4,child-produced
top,1,location,1.0,0.135714285714286,4,child-produced
live,1,human,1.0,0.174615384615385,4,child-produced
tiny,37,dimension,0.16216216216216217,0.414444444444444,4,child-produced
good,3,value,0.33333333333333331,0.78125,4,child-produced
teeny,1,dimension,0.0,0.531818181818182,4,child-produced
hot,2,physical,0.0,0.403,4,child-produced
black,1,color,0.0,0.269,4,child-produced
pretty,4,value,0.25,0.863333333333333,4,child-produced
dutch,1,nationality,0.0,0.383333333333333,4,child-produced
orange,4,color,0.25,0.301538461538462,4,child-produced
new,13,age,0.15384615384615385,0.265,4,child-produced
white,29,color,0.068965517241379309,0.281428571428571,4,child-produced
red,36,color,0.1388888888888889,0.174166666666667,4,child-produced
happy,9,human,0.88888888888888884,0.43,4,child-produced
poor,30,value,0.43333333333333335,0.53,4,child-produced
brown,25,color,0.0,0.29875,4,child-produced
clever,5,human,1.0,0.640909090909091,4,child-produced
sick,1,human,1.0,0.344285714285714,4,child-produced
posh,3,value,0.0,0.654666666666667,4,child-produced
big,253,dimension,0.81422924901185767,0.691666666666667,4,child-produced
french,1,nationality,0.0,0.278888888888889,4,child-produced
early,2,temporal,1.0,0.628,4,child-produced
small,4,dimension,0.0,0.513,4,child-produced
wrong,1,value,0.0,0.452222222222222,4,child-produced
bitsy,4,dimension,0.0,0.66,4,child-produced
merry,3,human,1.0,0.72,4,child-produced
fresh,2,age,0.5,0.448181818181818,4,child-produced
nasty,2,value,1.0,0.757142857142857,4,child-produced
strong,3,physical,0.0,0.64375,4,child-produced
dry,1,physical,0.0,0.3375,4,child-produced
scary,2,value,0.0,0.723333333333333,4,child-produced
great,23,value,1.0,0.838,4,child-produced
short,1,dimension,0.0,0.54,4,child-produced
last,1,dimension,0.0,0.39,4,child-produced
mean,1,human,0.0,0.712727272727273,4,child-produced
ripe,2,age,0.0,0.241666666666667,4,child-produced
wooden,5,material,0.0,0.255454545454545,4,child-produced
light,5,physical,1.0,0.562,4,child-produced
past,1,temporal,0.0,0.277692307692308,4,child-produced
grey,2,color,0.0,0.2810714285714285,4,child-produced
large,1,dimension,0.0,0.548181818181818,4,child-produced
concrete,2,material,0.0,0.302857142857143,4,child-produced
bad,47,value,0.042553191489361701,0.71625,4,child-produced
stupid,1,human,1.0,0.6575,4,child-produced
green,17,color,0.058823529411764705,0.208461538461538,4,child-produced
dirty,4,physical,0.0,0.504,4,child-produced
fun,8,value,0.5,0.872857142857143,4,child-produced
tall,5,dimension,0.0,0.675882352941176,4,child-produced
nice,36,value,0.91666666666666663,0.725833333333333,4,child-produced
round,5,shape,0.0,0.23875,4,child-produced
first,2,age,1.0,0.141818181818182,4,child-produced
