adj,freq,sem_class,mean dis,subjectivity,age,p/d
beautiful,22,value,0.81818181818181823,0.935714285714286,4,child-directed
weensie,1,dimension,0.0,0.763125,4,child-directed
high,5,location,0.0,0.428181818181818,4,child-directed
sharp,1,physical,0.0,0.417272727272727,4,child-directed
pink,3,color,0.33333333333333331,0.1075,4,child-directed
huge,10,dimension,0.5,0.624285714285714,4,child-directed
waterproof,1,physical,0.0,0.192307692307692,4,child-directed
hot,22,physical,0.31818181818181818,0.403,4,child-directed
sick,1,human,1.0,0.344285714285714,4,child-directed
grand,1,value,1.0,0.747142857142857,4,child-directed
silly,1,human,1.0,0.655,4,child-directed
yucky,2,value,1.0,0.711666666666667,4,child-directed
nice,178,value,0.9213483146067416,0.725833333333333,4,child-directed
poor,25,value,1.0,0.53,4,child-directed
bald,1,physical,0.0,0.182222222222222,4,child-directed
vicious,3,human,1.0,0.642142857142857,4,child-directed
mad,1,human,1.0,0.554285714285714,4,child-directed
fresh,6,age,0.5,0.448181818181818,4,child-directed
fierce,1,human,0.0,0.71,4,child-directed
short,2,dimension,0.5,0.54,4,child-directed
third,11,temporal,0.0,0.180833333333333,4,child-directed
light,3,physical,0.33333333333333331,0.562,4,child-directed
hungry,1,human,1.0,0.473333333333333,4,child-directed
green,76,color,0.0,0.208461538461538,4,child-directed
clean,5,physical,0.0,0.589230769230769,4,child-directed
english,1,nationality,0.0,0.191111111111111,4,child-directed
tall,5,dimension,0.0,0.675882352941176,4,child-directed
weeny,6,dimension,0.0,0.77,4,child-directed
heavy,1,physical,0.0,0.5725,4,child-produced
cute,4,value,1.0,0.787272727272727,4,child-produced
naughty,1,human,1.0,0.723,4,child-produced
old,19,age,0.21052631578947367,0.646666666666667,4,child-produced
just,6,value,0.66666666666666663,0.60125,4,child-produced
dandy,3,value,0.0,0.729230769230769,4,child-produced
weensie,8,dimension,0.0,0.763125,4,child-produced
thin,1,dimension,0.0,0.571538461538462,4,child-produced
hard,1,physical,0.0,0.428181818181818,4,child-produced
back,1,location,1.0,0.297142857142857,4,child-produced
yellow,6,color,0.33333333333333331,0.343333333333333,4,child-produced
high,3,location,0.0,0.428181818181818,4,child-produced
pink,1,color,1.0,0.1075,4,child-produced
dumb,1,human,1.0,0.794444444444445,4,child-produced
long,14,dimension,0.14285714285714285,0.556428571428571,4,child-produced
sharp,3,physical,0.0,0.417272727272727,4,child-produced
kind,1,human,1.0,0.73875,4,child-produced
blue,8,color,0.125,0.346666666666667,4,child-produced
huge,6,dimension,0.33333333333333331,0.624285714285714,4,child-produced
little,113,dimension,0.47787610619469029,0.413571428571429,4,child-produced
eensie,8,dimension,1.0,0.7175,4,child-produced
horrid,1,value,1.0,0.553333333333333,4,child-produced
itsy,1,dimension,1.0,0.656666666666667,4,child-produced
silly,1,human,0.0,0.655,4,child-produced
tiny,38,dimension,0.28947368421052633,0.414444444444444,4,child-produced
next,2,temporal,0.0,0.281,4,child-produced
teeny,13,dimension,0.84615384615384615,0.531818181818182,4,child-produced
wicked,1,human,1.0,0.674444444444444,4,child-produced
hot,2,physical,0.0,0.403,4,child-produced
black,1,color,0.0,0.269,4,child-produced
pretty,6,value,0.66666666666666663,0.863333333333333,4,child-produced
sweet,3,physical,1.0,0.724666666666667,4,child-produced
orange,1,color,0.0,0.301538461538462,4,child-produced
new,6,age,0.33333333333333331,0.265,4,child-produced
white,4,color,0.0,0.281428571428571,4,child-produced
yucky,1,value,0.0,0.711666666666667,4,child-produced
red,5,color,0.59999999999999998,0.174166666666667,4,child-produced
nice,22,value,0.90909090909090906,0.725833333333333,4,child-produced
poor,1,value,1.0,0.53,4,child-produced
brown,6,color,0.16666666666666666,0.29875,4,child-produced
good,2,value,0.0,0.78125,4,child-produced
sick,1,human,1.0,0.344285714285714,4,child-produced
happy,2,human,1.0,0.43,4,child-produced
big,97,dimension,0.79381443298969068,0.691666666666667,4,child-produced
wet,1,physical,1.0,0.5275,4,child-produced
giant,1,dimension,0.0,0.622222222222222,4,child-produced
fat,9,dimension,0.55555555555555558,0.619375,4,child-produced
small,9,dimension,0.0,0.513,4,child-produced
slow,1,speed,1.0,0.504285714285714,4,child-produced
bitsy,1,dimension,0.0,0.66,4,child-produced
dead,1,human,1.0,0.14,4,child-produced
awful,1,value,1.0,0.641666666666667,4,child-produced
nasty,1,value,0.0,0.757142857142857,4,child-produced
strong,5,physical,0.20000000000000001,0.64375,4,child-produced
super,2,human,1.0,0.770833333333333,4,child-produced
handy,3,value,1.0,0.674166666666667,4,child-produced
great,8,value,1.0,0.838,4,child-produced
wooden,1,material,0.0,0.255454545454545,4,child-produced
plain,3,value,1.0,0.571428571428571,4,child-produced
large,5,dimension,0.0,0.548181818181818,4,child-produced
ugly,1,value,0.0,0.729166666666667,4,child-produced
bad,27,value,0.33333333333333331,0.71625,4,child-produced
stupid,6,human,1.0,0.6575,4,child-produced
green,8,color,0.125,0.208461538461538,4,child-produced
dirty,2,physical,0.0,0.504,4,child-produced
clean,5,physical,0.0,0.589230769230769,4,child-produced
light,2,physical,0.0,0.562,4,child-produced
fun,8,value,0.625,0.872857142857143,4,child-produced
mean,3,human,1.0,0.712727272727273,4,child-produced
soft,1,physical,0.0,0.572222222222222,4,child-produced
round,1,shape,0.0,0.23875,4,child-produced
south,1,location,0.0,0.232,4,child-produced
weeny,7,dimension,0.0,0.77,4,child-produced
