adj,freq,sem_class,mean dis,subjectivity,age,p/d
fresh,6,age,0.3333333333333333,0.448181818181818,2,child-directed
fierce,1,human,0.0,0.71,2,child-directed
short,2,dimension,0.6666666666666666,0.54,2,child-directed
third,11,temporal,0.0,0.180833333333333,2,child-directed
loud,3,physical,0.0,0.48,2,child-directed
steady,4,other,0.0,0.537142857142857,2,child-directed
hungry,1,human,1.0,0.473333333333333,2,child-directed
green,76,color,0.012987012987012988,0.208461538461538,2,child-directed
clean,5,physical,0.0,0.589230769230769,2,child-directed
english,1,nationality,0.0,0.191111111111111,2,child-directed
tall,5,dimension,0.0,0.675882352941176,2,child-directed
weeny,6,dimension,0.0,0.77,2,child-directed
heavy,1,physical,0.0,0.5725,2,child-produced
cute,4,value,1.0,0.787272727272727,2,child-produced
own,3,other,0.6666666666666666,0.253333333333333,2,child-produced
old,19,age,0.17391304347826086,0.646666666666667,2,child-produced
just,6,value,0.7142857142857143,0.60125,2,child-produced
dandy,3,value,0.0,0.729230769230769,2,child-produced
weensie,8,dimension,0.0,0.763125,2,child-produced
thin,1,dimension,0.0,0.571538461538462,2,child-produced
hard,1,physical,0.0,0.428181818181818,2,child-produced
back,1,location,1.0,0.297142857142857,2,child-produced
yellow,6,color,0.3333333333333333,0.343333333333333,2,child-produced
high,3,location,0.0,0.428181818181818,2,child-produced
whole,1,other,1.0,0.353636363636364,2,child-produced
pink,1,color,1.0,0.1075,2,child-produced
dumb,1,human,1.0,0.794444444444445,2,child-produced
long,15,dimension,0.13333333333333333,0.556428571428571,2,child-produced
ready,3,other,1.0,0.555555555555556,2,child-produced
sharp,3,physical,0.25,0.417272727272727,2,child-produced
still,1,other,1.0,0.226666666666667,2,child-produced
wan,1,color,1.0,0.63125,2,child-produced
blue,8,color,0.125,0.346666666666667,2,child-produced
huge,6,dimension,0.3333333333333333,0.624285714285714,2,child-produced
little,115,dimension,0.46875,0.413571428571429,2,child-produced
eensie,8,dimension,1.0,0.7175,2,child-produced
giant,1,dimension,0.0,0.622222222222222,2,child-produced
horrid,1,value,1.0,0.553333333333333,2,child-produced
itsy,1,dimension,1.0,0.656666666666667,2,child-produced
naughty,1,human,1.0,0.723,2,child-produced
silly,1,human,0.0,0.655,2,child-produced
tiny,40,dimension,0.2926829268292683,0.414444444444444,2,child-produced
next,2,temporal,0.0,0.281,2,child-produced
teeny,13,dimension,0.8461538461538461,0.531818181818182,2,child-produced
wicked,1,human,1.0,0.674444444444444,2,child-produced
hot,2,physical,0.0,0.403,2,child-produced
black,1,color,0.0,0.269,2,child-produced
naked,1,other,1.0,0.418571428571429,2,child-produced
pretty,6,value,0.6666666666666666,0.863333333333333,2,child-produced
sweet,3,physical,1.0,0.724666666666667,2,child-produced
orange,1,color,0.0,0.301538461538462,2,child-produced
new,6,age,0.42857142857142855,0.265,2,child-produced
white,4,color,0.0,0.281428571428571,2,child-produced
yucky,1,value,0.0,0.711666666666667,2,child-produced
red,5,color,0.6,0.174166666666667,2,child-produced
nice,22,value,0.9259259259259259,0.725833333333333,2,child-produced
poor,1,value,1.0,0.53,2,child-produced
brown,6,color,0.16666666666666666,0.29875,2,child-produced
good,3,value,0.3333333333333333,0.78125,2,child-produced
sick,2,other,0.5,0.344285714285714,2,child-produced
happy,2,human,1.0,0.43,2,child-produced
big,98,dimension,0.79,0.691666666666667,2,child-produced
even,1,other,1.0,0.427142857142857,2,child-produced
kind,1,human,1.0,0.73875,2,child-produced
fat,9,dimension,0.5555555555555556,0.619375,2,child-produced
small,9,dimension,0.0,0.513,2,child-produced
slow,1,speed,1.0,0.504285714285714,2,child-produced
bitsy,1,dimension,0.0,0.66,2,child-produced
dead,1,human,1.0,0.14,2,child-produced
same,1,other,1.0,0.30875,2,child-produced
awful,1,value,1.0,0.641666666666667,2,child-produced
nasty,1,value,0.0,0.757142857142857,2,child-produced
strong,5,physical,0.2,0.64375,2,child-produced
super,2,value,1.0,0.770833333333333,2,child-produced
handy,3,value,1.0,0.674166666666667,2,child-produced
real,1,other,0.0,0.241428571428571,2,child-produced
great,8,value,1.0,0.838,2,child-produced
wet,1,physical,1.0,0.5275,2,child-produced
wooden,1,material,0.0,0.255454545454545,2,child-produced
plain,3,value,1.0,0.571428571428571,2,child-produced
steady,3,other,0.0,0.537142857142857,2,child-produced
large,5,dimension,0.0,0.548181818181818,2,child-produced
ugly,1,value,0.0,0.729166666666667,2,child-produced
bad,27,value,0.3333333333333333,0.71625,2,child-produced
stupid,6,human,1.0,0.6575,2,child-produced
green,8,color,0.125,0.208461538461538,2,child-produced
dirty,2,physical,0.0,0.504,2,child-produced
clean,5,physical,0.0,0.589230769230769,2,child-produced
light,2,physical,0.0,0.562,2,child-produced
fun,8,value,0.625,0.872857142857143,2,child-produced
mean,3,human,1.0,0.712727272727273,2,child-produced
soft,1,physical,0.0,0.572222222222222,2,child-produced
round,1,shape,0.0,0.23875,2,child-produced
south,1,location,0.0,0.232,2,child-produced
weeny,7,dimension,0.0,0.77,2,child-produced
